idx,cq1,cq2,cq3,cq4,cq5,cq6,cq7,cq8,cq9,cq10,cq11,cq12,cq13,cq14,cq15,cq16,cq17,cq18,cq19,cq20,cq21,cq22,cq23,cq24,cq25,cq26,cq27,cq28,cq29,cq30,cq31,cq32,cq33,cq34,cq35,cq36,cq37,cq38,cq39,cq40,cq41,cq42,cq43,cq44,cq45,cq46,cq47,cq48,cq49,cq50_1,cq50_2,cq50_3,cq50_4,cq50_5,cq50_6,cq50_7,cq50_8,iq1,iq2,iq3,iq4,iq5,iq6,bq1,bq2,bq3,bq4,bq4_1a,bq4_1b,bq4_1c,bq5,bq5_1,bq5_2,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13,bq14,bq15,bq16,bq17,bq18,bq19,bq20,bq21,bq221,bq222,bq223,bq231,bq232,bq233,bq234,bq235,bq241,bq242,bq243,bq244,bq245,bq25,bq25_1,bq26_1,bq26_1a,bq26_2,bq26_2a,bq26_3,bq26_3a,bq26_4,bq26_4a,bq27,bq28,bq28_1,bq29,bq30,bq31,bq32,bq33,bq34,bq35,bq36,bq37,bq37_1,bq38,bq38_1,bq38_2,bq39,bq40,bq41_1,bq41_2,bq41_3,knowcode
14557,4,4,4,5,4,4,3,4,3,2,3,2,2,5,2,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,2,4,2,1,3,3,4,3,2,3,5,1,1,2,1,1,1,1,1,1,1,1,3,2,3,3,2,2,10,1,2,2,0,0,0,1,3,"프로그램활용능력,포토샵,일러스트,SKETCH",5,4,3,3,3,3,3,4,3,3,3,3,3,2,1,1,2,1,1,2,3,100,1,0,0,1,0,0,0,0,0,0,0,0,5,1,2,1,2,1,2,1,2,1,1,1,2,활용하는 도구나 프로그램의 발전,디자이너,"그래픽프로그램,포토샵,일러스트,PPT 등",디자이너,"그래픽,UX 디자이너","신규어플,UI,GUI",3,2,30,4,광고영상디지인,1,1,0,1,40,3440,2000,0,415504
14558,5,2,5,5,3,5,3,3,3,1,2,2,3,5,1,5,3,5,1,3,5,4,1,4,1,5,5,3,2,4,2,2,3,3,4,3,2,3,2,2,4,3,3,3,3,5,1,1,4,2,2,1,2,2,1,1,1,3,3,1,2,2,3,3,1,3,2,0,0,0,1,2,이론교육,7,2,2,2,2,3,2,3,3,2,3,3,3,1,1,1,2,1,1,1,3,65,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,1,자동화,없음,"제조, 전산",외식업(바리스타),없음,없음,3,1,30,3,외식경영학과,1,1,0,1,50,3300,2400,0,835201
14559,4,4,5,3,3,3,3,4,4,2,2,3,3,5,1,5,3,2,2,1,1,1,1,1,1,1,1,1,2,4,2,4,4,2,1,2,3,2,2,3,4,3,3,1,1,5,1,1,4,1,1,1,1,1,1,1,1,5,5,4,5,5,4,8,2,6,2,0,0,0,1,4,열차승무원에 대한 전반적 지식 습득,6,3,4,4,4,3,3,4,4,3,4,3,3,1,1,1,1,1,2,1,5,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,2,자동화 시스템 도입,역무원,"무전기,휴대용단말기",0,0,0,3,1,51,4,회계학,1,1,0,1,40,7000,4000,0,522202
14560,4,5,5,2,3,5,5,4,4,2,2,3,3,4,3,3,2,5,4,4,5,4,5,4,4,4,5,3,2,4,2,2,5,5,5,4,4,5,4,4,4,4,4,4,4,4,2,1,3,1,1,1,1,1,1,1,1,3,3,1,1,1,1,14,1,2,2,0,0,0,2,0,0,3,4,3,2,2,3,3,3,3,2,3,3,3,1,2,1,2,1,1,2,2,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,1,1,1,2,4,미세먼지가 많아지고 사람들이 쾌적한 환경을 추구해서,기사님,"소독약, 방역도구, 위생신발, 스팀청소기",식당운영(사장),0,0,3,1,40,2,실업계,1,1,0,1,40,3800,1600,0,561301
14561,4,1,1,1,1,5,4,3,3,2,2,1,1,4,5,5,3,5,5,4,5,1,1,1,1,1,1,1,3,3,2,3,3,2,5,2,2,2,2,1,4,2,2,1,3,5,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,7,1,1,2,0,0,0,2,0,0,1,1,3,2,2,3,2,3,3,3,3,3,3,3,1,1,1,1,1,3,4,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,3,지게차 운전원은 있어야 하니까,기사,지게차량.컴퓨터,금형 프레스,크레인운전원,없음,4,1,49,1,0,1,1,0,2,60,2400,1800,0,623002
14562,3,1,3,3,2,2,3,4,1,1,3,3,3,5,4,1,3,1,1,1,1,1,1,2,1,1,1,4,2,2,4,3,3,4,1,4,4,3,3,1,2,3,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,4,3,3,4,1,1,17,4,1,1,베이비시터자격증,0,0,2,0,0,7,2,3,2,2,4,3,3,2,2,2,0,2,2,1,4,2,2,1,1,4,0,0,0,3,0,0,0,0,5,0,0,3,0,0,1,1,2,0,2,0,2,0,2,0,1,4,맞벌이고 늘어나고 있어서,육아도우미,"손수건, 손싸개",자영업,0,0,3,2,45,2,여상,1,4,0,2,20,1000,800,0,550201
14563,4,2,5,4,4,5,4,4,5,4,5,4,3,5,2,1,3,5,1,1,1,1,3,1,1,1,1,1,5,1,1,1,2,3,1,4,4,5,3,1,4,3,4,3,1,1,1,1,4,1,3,1,1,1,1,1,1,1,5,4,5,5,3,16,3,2,1,평생교육사,0,0,2,0,0,6,6,4,4,4,4,4,3,3,3,4,3,3,3,1,1,1,1,1,3,3,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,4,이직.전직등의 변화환경이 상승할것이므로,없음,"엑셀,한글,PPT",대학시간강사,교사,모름,3,2,53,6,교육학,1,1,0,1,40,6500,2900,0,110104
14564,5,4,4,1,4,5,4,4,4,4,4,2,2,5,1,1,2,1,4,1,2,2,1,1,1,1,1,1,2,2,4,1,2,4,5,4,4,2,3,2,4,3,3,1,4,4,1,1,3,1,1,1,1,1,1,1,1,4,4,3,4,3,4,3,1,3,2,0,0,0,2,0,0,4,2,3,2,2,2,3,3,4,4,4,4,4,1,1,1,1,1,1,2,3,50,1,0,0,1,0,0,0,0,0,2,0,0,0,1,2,2,0,2,0,2,0,2,0,2,3,어느정도 사람이 할 수 있는 일이 있을 것 같아서,없음,"드릴, 몽키스패너",없음,없음,없음,2,1,39,3,건축,1,1,0,1,50,2900,2700,0,816103
14565,5,3,5,3,4,4,4,5,4,3,2,2,2,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,4,3,3,3,3,4,4,3,3,3,1,1,1,1,2,3,3,3,1,1,1,1,1,2,1,4,3,4,19,1,1,1,한국속기1급,0,0,2,0,0,2,4,4,3,2,4,4,3,3,2,3,4,3,1,1,1,1,1,1,2,4,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,3,기업이나 공공기관등에서 꾸준히 필요로해서,기록자,CAS,없음,속기사 학원강사,없음,2,2,40,4,언어학,1,1,0,1,40,3650,2800,0,29902
14566,5,1,4,3,3,4,3,4,3,3,4,2,1,5,1,2,1,3,1,1,1,2,1,1,1,1,3,2,2,4,1,2,3,4,2,4,3,3,1,2,5,4,2,3,4,2,1,1,4,1,1,1,1,1,1,1,1,4,3,3,3,4,3,3,1,3,2,0,0,0,1,6,옷에 필요한 예술적 감각 익히기,4,2,3,3,3,3,3,3,3,2,3,4,3,1,1,1,2,1,1,2,5,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,2,경기 침체로 인하여 의류업계도 불황이 예상되므로,0,"재단용초크, 자",0,의류관련사업,0,2,1,39,2,상고,1,1,0,1,45,3600,2400,0,862101
14567,4,3,4,4,4,3,3,3,3,2,2,2,1,5,2,3,4,1,1,1,1,2,1,1,1,1,1,2,5,1,2,2,2,2,3,2,2,3,2,2,2,3,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,3,3,2,2,3,3,3,1,5,2,0,0,0,2,0,0,2,5,3,3,3,4,3,3,3,4,3,3,3,1,1,1,2,1,1,1,1,70,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,2,자동화가 된다,없음,전기부품. 전기장비,없음,없음,없음,2,1,37,4,전기,1,1,0,1,40,3900,2900,0,836001
14568,3,3,3,1,1,4,5,5,5,5,5,3,2,5,5,5,5,5,5,5,4,4,4,1,1,1,3,2,1,4,3,3,2,3,5,5,5,4,3,2,4,5,2,2,5,5,1,1,5,1,1,2,1,1,2,1,1,3,3,3,5,3,3,1,1,2,1,전기산업기사,0,0,1,6,기본 양식 관련 내용,5,2,4,1,1,1,4,3,3,4,4,5,4,1,2,1,1,1,1,1,3,30,0,0,3,0,0,0,0,5,1,0,0,0,0,1,2,1,1,1,1,1,1,1,1,2,5,외국인 계약 만료로 내국인 취업 활동이 넓어짐,양식업자,그물채,호텔,양식장 기사,0,4,1,47,4,전기,1,1,0,1,40,3000,1800,2200,904101
14569,4,3,4,4,4,3,4,3,2,1,3,3,2,5,1,1,3,1,1,1,1,1,1,1,1,1,3,2,4,2,1,2,2,5,5,4,4,3,2,2,4,3,1,3,2,3,1,1,3,2,2,2,2,1,1,1,1,4,4,2,3,3,3,3,1,5,2,0,0,0,1,4,직무교육,5,5,4,4,4,3,4,3,3,3,3,3,3,1,1,1,2,1,1,1,4,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,3,지속적으로 개발해야 해서,0,PC,0,0,0,4,1,35,4,반도체공학,1,1,0,1,40,3500,3200,0,153202
14570,5,4,5,1,5,5,4,4,4,2,3,3,3,5,5,5,3,5,5,4,5,4,5,1,1,1,5,5,2,2,2,3,2,4,5,4,4,4,2,3,4,4,5,2,3,4,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,10,2,4,1,운전면허증,컴퓨터자격증,0,2,0,0,1,2,4,3,2,2,2,1,3,2,2,3,3,1,1,4,2,1,1,1,4,80,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,0,1,2,2,0,2,0,2,1,물류량이 갈수록 줄고 있다,우체부,"집배원,오토바이",자영업,배달업무,0,3,1,47,2,"고졸,예체능",1,1,0,1,75,4000,3000,0,624201
14571,5,4,4,5,4,5,4,4,4,2,1,3,4,5,1,2,3,4,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,5,1,2,3,2,3,2,3,5,4,1,1,3,1,1,2,1,2,1,1,1,1,1,1,5,2,1,1,2,3,3,1,6,2,0,0,0,1,2,SW프로그램 교육. 해외고객사와 잦은 커뮤니케이션을외국어 교육,5,5,4,3,1,2,3,3,3,3,2,3,3,1,1,1,1,3,1,2,4,95,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,2,미래에는 코딩도 AI가 대체할 수 있다고 일부 업무가줄어들 수 있지 않을까,프로그래머. 개발자. 엔지니어.expert,코딩프로그램. 빌드 및 코드 관리를 위한 프로그램.로그확인 프로그램,학생,프로젝트매니저. 차량회사의 요구사양 개발자,0,3,2,31,5,전자물리공학,1,1,0,1,45,5200,3000,0,133201
14572,5,4,5,5,5,5,5,5,3,3,3,3,2,5,5,1,5,2,4,1,1,1,1,2,1,1,1,2,3,3,2,3,2,3,4,4,4,3,2,3,4,3,4,2,2,3,1,1,4,1,1,1,1,1,1,1,1,4,4,2,2,3,4,13,2,2,1,어병기사,수산질병관리사,0,2,0,0,4,6,4,3,3,3,3,3,4,2,3,2,3,1,1,1,2,1,1,2,3,80,1,0,0,0,0,0,0,5,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,2,자동화로,없음,"엑셀,파워포인트,수은계",없음,없음,없음,2,2,34,5,수산생명의학,1,1,0,1,40,4500,3000,0,122104
14573,3,1,1,1,1,2,2,1,1,1,1,1,1,5,2,1,3,2,4,1,2,1,1,2,1,3,5,5,2,4,1,4,4,4,4,2,2,3,1,1,2,3,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3,3,4,2,2,0,0,0,2,0,0,7,1,2,2,2,2,2,2,3,3,3,4,3,1,1,1,1,1,1,1,4,100,1,0,0,0,0,0,4,0,1,0,0,0,0,1,2,3,0,1,2,2,0,3,0,2,3,먹거리라서 큰 변화를 없을듯 해서,0,"육절기, 골절기",0,0,0,3,1,24,2,인문계,1,1,0,1,40,2400,2300,0,873101
14574,5,2,5,3,2,4,4,4,3,4,3,2,2,5,3,1,3,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,2,1,4,5,4,3,4,3,3,4,3,2,2,1,1,3,1,1,1,1,1,1,1,1,2,2,1,3,3,2,6,2,6,1,토목기사,0,0,1,6,사업지구관리 설계 사후관리,5,5,5,4,3,4,4,3,2,3,4,4,4,1,1,2,2,1,1,2,2,80,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,2,신규개발사업의 감소,0,사내 ERP,0,0,0,4,1,37,4,토목공학,1,1,0,1,40,4000,3000,0,140501
14575,5,3,5,5,5,5,3,3,3,2,3,2,4,5,2,1,3,2,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,2,1,4,4,4,1,2,2,3,4,2,1,3,1,1,3,1,1,1,1,1,1,1,1,4,5,3,5,5,1,16,3,2,2,0,0,0,2,0,0,7,6,4,3,3,5,5,4,3,3,3,5,3,1,1,1,2,1,1,2,2,100,1,0,0,1,0,0,0,0,0,2,0,0,0,1,2,1,2,1,2,1,2,1,2,2,2,우리나라의 연구직에 대한 인식 때문,없음,"공직자 공문결제  시스템,엑셀",교사,0,데이터 관리자,4,1,48,6,교육학,1,3,0,2,40,4000,3000,0,110104
14576,2,1,2,1,1,2,3,2,3,1,3,1,1,1,5,4,1,2,3,1,1,3,1,1,1,1,4,3,1,4,3,3,4,4,4,3,2,2,4,1,2,4,4,2,3,2,1,1,4,1,1,1,1,1,1,1,1,4,4,3,4,4,3,1,4,1,2,0,0,0,2,0,0,5,2,4,3,3,4,3,2,3,0,0,0,3,3,2,4,1,3,3,3,4,0,0,0,3,0,0,0,0,5,0,0,0,0,5,1,1,1,2,1,2,1,2,1,1,2,2,청년층에서 꺼려하는 직종이라서,농부,"트랙터,관리기,제초기",자영업,0,0,3,1,62,3,화학과,2,0,6,0,60,0,0,2000,901101
14577,4,3,5,5,5,5,5,5,5,5,5,4,3,5,3,1,3,4,2,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,2,3,3,4,4,3,2,5,4,1,1,1,1,3,1,2,1,1,1,1,1,1,3,2,5,4,3,2,6,1,2,1,조경기사자격증,조경기술자자격증,0,1,3,컴퓨터사용(프로그램 사용법),3,5,4,3,3,4,4,3,3,3,3,3,3,2,1,1,1,1,1,3,4,60,1,0,0,1,0,0,0,0,0,2,0,0,0,1,2,1,2,1,2,1,2,1,2,2,2,사업의 특성상 개발사업이 줄어듬에 따라 일자리는 줄어들게 됨,0,"CAD, 포토샵, 파워포인트, 한글",0,조경건설감리,0,2,1,47,4,조경학,1,3,0,1,50,8000,3500,0,140401
14578,5,3,4,5,4,5,4,2,4,5,3,2,3,5,2,3,3,5,4,2,3,3,3,2,2,5,3,3,4,2,2,3,2,2,3,5,4,2,4,4,4,3,4,3,4,2,1,1,3,3,1,2,1,1,1,1,1,4,4,4,3,2,3,18,2,4,1,전기기사,정보처리기사,0,1,1,전기 전자 설비 기계 조작 교육,6,5,4,4,4,5,5,5,2,4,4,4,4,3,1,1,1,3,1,1,4,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,1,4,동일 시설 증설 계획,없음,"펜치, 스패너, 측정기",반도체 연구원,없음,없음,4,1,46,4,전자상거래,1,1,0,1,48,3300,3000,0,834001
14579,5,3,5,4,3,5,3,3,2,2,2,3,3,5,2,5,4,5,2,4,2,5,5,1,1,5,5,5,4,2,1,4,5,5,5,4,2,2,2,2,4,2,2,3,4,5,1,1,2,1,1,1,1,1,1,1,1,5,4,2,2,3,2,7,1,1,1,건설기계정비기사,0,0,1,2,직무관련 정비실습,3,2,4,2,2,4,4,1,2,3,3,3,3,1,1,1,2,1,1,1,4,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,3,사람이 해야하는 일이므로,없음,"수리공구, 점검프로그램",없음,없음,없음,2,1,46,2,기계,1,1,0,1,50,3800,2000,0,811601
14580,5,4,4,3,3,4,4,4,4,4,3,4,4,3,4,3,3,4,4,3,2,2,2,2,2,3,3,3,2,2,4,3,3,2,3,3,4,3,3,3,3,3,3,3,3,3,1,1,5,2,2,2,1,2,2,2,2,4,4,3,3,4,3,18,1,6,1,여행관리자,관광통역사,CRS,2,0,0,4,4,4,4,3,4,5,4,4,4,4,4,3,1,1,2,1,2,3,3,2,40,0,2,0,0,2,0,0,0,1,0,0,0,0,1,2,2,0,2,0,1,1,1,1,1,4,관광 산업의 발달,없음,"여행책자, 번역기",없음,없음,없음,3,1,37,3,사회복지학,2,0,6,0,60,0,0,2900,521304
14581,5,3,4,4,4,4,3,4,3,2,3,4,4,4,4,3,3,4,4,2,4,3,3,1,1,3,4,4,3,3,2,3,3,4,5,3,4,3,3,3,4,3,3,2,2,4,1,1,4,3,1,1,1,1,1,1,1,4,4,4,3,4,4,5,1,2,1,폐기물처리기사,0,0,2,0,0,5,4,4,3,3,4,4,3,4,5,4,5,4,1,1,1,2,1,1,2,4,80,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,3,기존업체들이 많아 추가적인 변화는 없을것이다,0,"컴퓨터,마우스,폐기물신고서,처리기,필기도구",0,0,0,2,1,56,4,환경공학,1,1,0,1,40,4800,3200,0,14301
14582,5,4,4,4,4,5,3,5,4,3,4,3,3,5,1,1,4,1,1,1,1,1,1,2,1,1,1,3,4,2,2,4,3,4,4,5,5,4,5,3,4,4,4,4,4,4,1,1,2,1,1,2,1,1,1,1,1,4,3,4,4,4,3,17,4,2,1,의사면허증,피부과 전문의,0,2,0,0,4,5,4,4,4,5,4,4,4,0,0,4,4,3,1,1,1,3,3,3,4,100,0,2,0,0,0,0,0,5,0,0,0,0,5,1,2,1,1,1,1,1,1,1,1,2,4,피부 관심이 많아지는 추세라서,0,"인트라셀,아이대엘,프락셀 기계",0,0,0,2,2,44,4,의학,2,0,5,0,45,0,0,22000,301112
14583,3,1,1,1,2,2,4,2,2,2,2,2,1,1,4,1,4,4,2,1,4,1,5,1,1,5,5,4,1,5,2,3,4,5,5,3,3,2,2,1,4,4,2,1,4,4,1,1,2,1,1,1,1,1,1,1,1,4,4,2,1,2,4,8,2,5,1,철도토목 산업기사,0,0,2,0,0,3,4,4,4,4,3,4,3,4,3,3,4,4,1,1,1,2,1,1,1,4,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,3,0,1,2,2,0,2,0,2,2,기계 자동화로,0,렌치.풀러,0,0,0,1,1,40,4,기계공학,1,1,0,1,40,4600,2800,0,705201
14584,5,4,5,5,5,5,5,3,3,4,3,3,2,5,4,4,3,3,1,1,1,1,1,1,1,1,1,1,2,4,2,3,2,4,1,4,4,3,1,2,4,3,3,2,2,4,1,1,3,1,1,1,1,1,1,1,1,3,1,2,3,2,3,18,3,5,2,0,0,0,1,4,"무용가로서 인격,직종에 대한 훈련",5,5,2,3,3,3,4,3,2,2,4,4,4,1,1,1,2,1,2,1,3,90,1,0,0,1,2,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,2,예술에 대한 관심도 하락,없음,"장구,손수건등",없음,없음,없음,2,2,28,4,무용학,1,3,0,2,40,2400,1920,0,414701
14585,5,5,5,5,3,5,3,5,4,3,4,3,4,5,1,1,2,1,1,1,1,1,1,2,1,1,1,5,3,3,1,1,2,2,1,4,5,5,3,2,3,3,3,1,2,1,1,1,4,1,1,1,1,1,1,1,1,2,4,4,5,5,4,17,1,2,1,복지사1급,간호조무사,0,1,2,타인에 감정을 잘 받아들이며 꼼꼼하게 사무를 처리하는 면,4,5,4,4,4,4,4,3,4,3,4,4,4,1,1,1,2,1,1,1,4,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,2,종합병원이 늘어날것이다,선생님,PC,소아과 병원,"간호조무사, 응급구조사",0,2,2,46,3,사회복지,1,1,0,1,50,2600,1800,0,29202
14586,4,1,5,5,5,5,4,2,1,1,1,1,1,5,4,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,5,1,5,4,3,1,4,5,5,1,1,1,5,1,1,3,1,1,1,1,1,1,1,1,5,1,1,3,3,5,7,1,4,2,0,0,0,2,0,0,2,4,1,1,1,4,3,2,1,2,1,2,1,1,1,1,2,1,1,1,3,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,2,2,1,전산화,0,프로그램,0,0,0,3,1,40,3,전산,1,1,0,1,40,3700,1800,0,26301
14587,5,1,5,4,3,5,4,5,4,4,3,3,4,5,1,1,4,3,1,1,1,3,1,1,1,1,1,1,4,2,2,3,3,5,1,4,4,4,1,4,5,5,1,2,1,3,1,1,3,1,1,1,1,1,1,1,1,1,4,1,4,1,5,18,1,5,2,0,0,0,1,2,카드기술,2,2,4,5,5,4,2,5,4,4,3,4,4,1,1,1,2,1,1,1,3,90,0,2,0,1,0,0,0,0,0,2,0,0,0,2,0,1,1,1,1,1,1,1,1,2,3,사행성 산업이라서 업종자체가 늘 일정하게 유지할것이라서,0,"카드,칩스",0,0,0,1,1,30,4,중국어,1,2,0,1,40,3000,2600,0,420902
14588,5,4,5,4,5,4,3,3,3,2,1,2,2,4,4,4,3,3,2,2,3,2,1,3,2,3,3,3,4,2,2,3,3,4,4,4,4,4,2,3,4,3,2,2,2,4,1,1,4,1,1,1,1,1,1,1,1,5,4,3,4,4,4,17,1,5,1,응급구조사,0,0,2,0,0,3,3,4,3,3,2,3,2,3,2,4,3,3,1,1,1,2,1,1,2,4,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,3,3D직종이라서,0,응급구조차량,학생,0,0,3,1,43,4,경영학,1,1,0,1,52,3800,2400,0,307101
14589,4,3,5,5,5,5,3,4,4,1,3,4,4,4,3,3,3,2,2,1,2,2,1,1,1,1,1,1,4,2,2,5,1,2,1,3,5,3,3,4,4,5,5,5,3,3,1,2,2,3,1,1,1,1,1,1,1,2,3,1,4,4,4,13,1,4,1,관세사,0,0,1,4,MS 오피스,5,5,3,3,3,4,4,4,2,3,3,5,4,2,1,1,1,2,1,1,4,95,1,0,0,1,0,0,0,0,0,2,0,0,0,3,0,1,2,1,2,1,2,1,2,2,1,자동화로 재직자 감소,없음,엑셀,없음,없음,없음,1,1,34,4,무역학과,1,3,0,1,40,4300,2000,0,23301
14590,3,1,4,3,3,2,2,1,1,1,1,1,1,5,1,1,3,1,1,1,2,1,1,1,1,1,1,1,5,1,1,1,1,3,1,2,2,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,3,3,3,1,3,2,0,0,0,2,0,0,2,2,3,2,2,4,3,4,3,2,3,4,3,1,1,1,2,1,1,1,2,80,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,2,2,3,아웃소싱으로 외주를 주는  업체들이 늘어가서 일자리는 더 늘어날것같지않음,없음,더존.엑셀,없음,모름,없음,3,2,34,4,부동산금융학,1,1,0,1,40,2500,2400,0,27201
14591,5,4,3,2,2,5,5,3,5,2,3,3,3,5,2,1,5,5,5,5,5,5,2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,1,4,4,3,3,3,3,1,2,2,1,1,1,1,1,1,1,1,1,3,3,3,3,3,18,1,2,2,0,0,0,1,3,여러훈현,7,1,4,1,1,5,5,3,1,1,3,3,3,3,2,1,1,1,1,2,2,0,1,0,0,0,0,0,4,0,1,0,0,0,0,1,1,2,0,2,0,3,0,3,0,2,3,잘생각을안해봤음,없음,한글파일,없음,없음,없음,3,1,35,4,연극영화,1,4,0,2,10,1000,500,0,416203
14592,5,4,4,4,4,4,4,2,1,2,5,2,2,5,1,1,1,4,4,2,1,1,1,1,1,1,1,1,3,3,2,1,1,2,1,3,4,3,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,2,2,17,1,2,2,0,0,0,2,0,0,7,2,4,3,2,3,2,3,3,2,4,4,4,1,1,1,2,1,1,1,3,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,2,2,3,현상유지,0,컴퓨터,0,0,0,4,2,45,2,인문계,1,3,0,2,42,3000,2500,0,29501
14593,5,4,5,1,4,5,3,5,2,2,3,4,4,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,4,2,5,2,3,1,3,4,4,3,2,4,3,2,2,1,5,1,1,5,2,1,1,1,1,1,1,1,3,2,1,2,2,3,7,1,2,2,0,0,0,2,0,0,1,2,3,2,1,3,3,2,3,3,3,4,3,1,1,1,1,1,1,1,5,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,2,무인계산시스템 도입으로,캐셔,포스,의류판매직,없음,없음,3,2,51,2,상업,1,1,0,1,48,3000,3000,0,616101
14594,4,3,2,3,1,2,4,2,3,2,2,2,2,4,4,1,3,2,5,1,1,1,1,1,1,1,1,1,2,3,3,4,4,4,1,2,3,1,1,1,3,3,1,2,1,4,1,1,4,1,1,1,1,1,1,1,1,3,4,3,4,4,2,16,5,5,2,0,0,0,1,1,서류작업 및 업무 인수인계,5,5,3,3,3,4,4,2,3,3,4,4,4,3,1,1,1,3,1,1,3,100,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2,1,2,1,2,1,1,2,2,처풀산으로 인한 인구 감소,선생님,프로그램,운동선수,없음,없음,4,1,34,4,체육교육학,1,3,0,2,48,2400,2400,0,420101
14595,4,3,4,4,3,3,3,4,3,2,2,2,2,5,3,1,3,3,1,1,1,1,1,1,1,1,1,3,5,1,1,1,1,3,1,3,3,2,4,2,3,1,4,2,1,3,1,1,4,1,1,1,1,1,1,1,1,3,2,3,1,1,3,10,1,2,2,0,0,0,1,4,편집과 디자인 관련 꾸준한 훈련,2,4,4,4,3,3,3,2,2,3,3,3,3,2,1,1,2,2,1,2,2,100,1,0,0,0,0,0,4,0,1,0,0,0,0,1,1,1,2,1,2,1,2,1,2,2,1,인쇄업계 하향,없음,"내장프로그램, 워드, 파워포인트",서점운영,모름,없음,4,2,51,4,국어국문학,1,1,0,1,44,4200,2500,0,411301
14596,5,3,4,3,3,4,4,3,2,3,2,3,1,5,5,1,5,1,1,1,3,1,1,1,1,1,1,2,2,2,2,1,3,4,5,1,2,3,2,2,3,3,2,1,3,4,1,1,3,1,1,1,1,1,1,1,1,3,3,2,3,2,3,5,1,3,2,0,0,0,2,0,0,2,2,3,3,3,3,3,3,3,3,4,4,4,1,1,1,2,1,1,1,3,90,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,1,2,4,인구의 편리성을 위한 쓰레기 증가,0,"안전모,작업복",0,0,0,2,1,50,2,실업계,1,1,0,1,40,3100,2900,0,853201
