idx,aq1_1,aq1_2,aq2_1,aq2_2,aq3_1,aq3_2,aq4_1,aq4_2,aq5_1,aq5_2,aq6_1,aq6_2,aq7_1,aq7_2,aq8_1,aq8_2,aq9_1,aq9_2,aq10_1,aq10_2,aq11_1,aq11_2,aq12_1,aq12_2,aq13_1,aq13_2,aq14_1,aq14_2,aq15_1,aq15_2,aq16_1,aq16_2,aq17_1,aq17_2,aq18_1,aq18_2,aq19_1,aq19_2,aq20_1,aq20_2,aq21_1,aq21_2,aq22_1,aq22_2,aq23_1,aq23_2,aq24_1,aq24_2,aq25_1,aq25_2,aq26_1,aq26_2,aq27_1,aq27_2,aq28_1,aq28_2,aq29_1,aq29_2,aq30_1,aq30_2,aq31_1,aq31_2,aq32_1,aq32_2,aq33_1,aq33_2,aq34_1,aq34_2,aq35_1,aq35_2,aq36_1,aq36_2,aq37_1,aq37_2,aq38_1,aq38_2,aq39_1,aq39_2,aq40_1,aq40_2,aq41_1,aq41_2,bq1,bq2,bq3,bq4,bq4_1a,bq4_1b,bq4_1c,bq5,bq5_1,bq5_2,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13,bq14,bq15_1,bq15_2,bq15_3,bq16,bq17,bq18_1,bq18_2,bq18_3,bq18_4,bq18_5,bq18_6,bq18_7,bq19,bq19_1,bq20,bq21,bq22,bq23,bq24_1,bq24_2,bq24_3,bq24_4,bq24_5,bq24_6,bq24_7,bq24_8,bq25,bq26,bq27,bq28,bq29,bq30,bq31,bq32,bq33,bq34,bq35,bq36,bq37,bq38,bq38_1,bq39_1,bq39_2,bq40,bq41_1,bq41_2,bq41_3,knowcode
5547,4,5,3,5,3,5,3,4,3,4,3,3,4,5,3,4,3,4,4,5,4,5,3,4,4,6,4,5,3,4,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,3,3,2,3,3,4,3,3,3,3,3,3,4,5,3,4,2,2,4,5,3,4,3,3,2,3,3,4,2,3,2,2,4,6,3,5,6,1,5,1,토목기사,0,0,1,4,적산법규교육,6,5,3,2,2,4,4,2,3,3,4,4,3,3,2,3,2,2,4,3,3,4,2,4,3,2,4,2,건설업이 포화상태이므로,3,2,5,40,2,2,2,2,2,2,2,2,4,5,3,2,2,없다,"캐드, 적산프로그램",없다,없다,없다,2,1,42,4,건축공학,1,1,1,5500,0,2500,140207
5548,4,6,4,6,4,6,1,0,1,0,3,4,2,2,4,6,5,7,5,7,5,7,3,4,5,7,5,7,4,6,1,0,1,0,1,0,5,7,1,0,1,0,1,0,1,0,5,7,5,7,3,4,3,4,3,4,1,0,4,5,3,4,3,4,3,4,4,6,1,0,1,0,1,0,3,4,2,3,1,0,1,0,3,1,6,1,제품디자인산업기사,0,0,2,0,0,6,5,4,4,4,4,5,4,4,4,4,4,4,3,3,2,3,3,4,3,3,3,3,1,1,1,3,2,자율주행차의 영향으로 디자인에 대한 다양성 감소,4,2,2,60,1,1,1,1,2,2,2,2,3,4,3,5,3,없다,"PC, 포토샵, 스케쳐",없다,자동차게임 디자이너,없다,4,1,43,5,자동차공학,1,1,1,8000,0,7500,415101
5549,5,6,4,6,4,6,2,2,2,2,2,2,4,5,4,6,4,6,3,5,2,2,4,6,5,5,2,2,4,5,2,2,2,2,4,5,5,6,4,6,4,6,2,2,2,2,4,6,4,6,2,2,4,6,2,2,4,5,2,2,4,6,4,4,4,5,4,6,4,6,4,5,4,6,4,5,2,2,1,0,3,3,3,1,5,2,0,0,0,1,3,"캐드, 열교환기계훈련, 실무교육, 선박관련 규칙",4,4,4,1,1,3,3,1,3,4,4,5,4,2,1,4,2,3,2,3,4,3,3,3,5,3,3,1,"자동화, 신기술로 인해 사람에 일감이 줄 것임",4,1,2,90,1,1,1,1,1,1,2,2,4,4,2,5,2,선박 엔지니어,"Auto CAD, PC, 팬, 설계 책자, ERP 시스템, 설계프로그램",없다,열교환기사,없다,2,1,32,4,기계과,1,1,1,4000,0,3000,151108
5550,3,5,3,4,4,4,3,4,4,5,3,4,4,5,2,2,3,4,3,4,2,2,3,3,3,3,1,0,2,3,4,4,3,3,3,4,3,3,2,3,2,2,2,2,2,3,2,3,2,2,2,2,2,3,3,4,3,4,1,0,3,3,2,2,2,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,1,0,15,2,5,2,0,0,0,1,5,소년보호관 및 교도관,5,5,4,5,4,4,3,4,4,4,4,5,4,3,3,2,3,3,3,4,3,4,3,4,3,2,3,4,학교 및 가정에서 일어나는 범죄의 수가 늘어나서,3,3,5,30,2,2,2,2,2,2,2,2,3,4,3,3,3,교도관,"컴퓨터, 호루라기, 무전기",없다,없다,없다,3,1,36,4,경호학,1,1,1,4000,0,3600,240301
5551,3,4,2,4,4,5,3,4,2,3,4,5,2,3,4,5,2,4,4,5,2,2,3,4,4,5,2,2,2,3,4,5,4,5,2,2,3,4,2,2,4,5,3,4,2,3,3,4,4,6,3,4,4,5,4,5,4,4,4,5,4,5,4,6,4,5,4,5,4,6,4,5,2,3,4,5,4,5,4,5,2,3,17,3,6,1,전문의,0,0,2,0,0,6,6,4,4,4,4,4,4,4,4,5,5,4,4,4,2,2,3,3,2,4,4,3,3,4,3,3,4,환경적인 효과로 인해,2,3,3,20,1,1,1,2,2,2,1,1,3,3,4,4,4,선생님,조형제,없다,없다,없다,3,1,46,6,방사선과,1,1,1,7000,0,4000,301109
5552,2,2,2,2,3,3,2,2,3,3,3,3,2,3,1,0,1,0,1,0,1,0,2,2,1,0,3,3,2,2,2,4,3,5,3,5,2,3,2,3,2,3,2,2,2,2,2,3,2,3,3,4,2,3,3,3,2,2,3,3,2,3,3,3,2,2,3,3,3,4,2,3,1,0,2,2,2,3,2,3,2,3,3,1,2,2,0,0,0,2,0,0,7,3,4,3,3,4,4,2,3,3,4,4,4,2,2,3,3,3,4,4,4,3,2,2,3,3,3,2,자동화가 될수잇어서,3,2,6,70,1,2,1,1,2,2,2,2,4,3,4,4,2,없다,0,없다,없다,없다,3,1,50,2,상업,1,1,1,2300,0,1800,826201
5553,4,5,3,5,3,4,1,0,1,0,2,3,3,4,4,6,5,6,4,5,1,0,3,4,4,6,4,6,5,6,1,0,1,0,3,4,3,4,3,4,4,5,1,0,1,0,4,5,4,5,3,5,3,5,5,5,3,4,5,5,4,5,5,5,3,4,3,3,1,0,3,4,2,2,5,5,3,4,1,0,1,0,7,1,2,2,0,0,0,1,6,견적부터 납품까지 상품설명 서비스 잘 할 수 있는 훈련,6,4,4,3,3,4,5,3,3,3,3,3,3,2,2,4,3,4,3,3,4,4,4,4,3,3,4,2,경기 침체로 산업용기계의 수요감소,3,2,2,25,2,2,2,2,2,2,2,2,2,3,4,5,2,없다,"PC, 자동화, 설명서, 엑셀",없다,없다,없다,4,1,53,4,기계,1,1,1,4500,0,2500,612101
5554,5,5,4,6,4,6,4,7,4,6,4,5,4,4,3,5,3,4,4,5,5,6,4,4,4,6,5,6,3,3,3,3,2,2,2,2,3,4,2,1,2,2,4,4,3,2,2,2,4,4,3,5,4,7,3,5,4,4,4,3,4,4,4,4,4,5,4,5,4,5,4,3,4,4,4,5,4,5,2,3,2,4,7,1,5,2,0,0,0,1,3,"문서작성 능력, 고객사 관리",5,5,4,4,4,4,3,4,4,5,3,4,4,3,4,3,4,4,3,2,3,3,2,2,1,1,2,3,경기 침체가 크게 변동 없을 것 같다,2,3,3,20,2,2,2,2,2,2,2,2,3,3,3,3,3,없다,"사내프로그램, 문서프로그램",사무직,없다,없다,2,2,36,4,무역학,1,1,1,2400,0,2000,26102
5555,3,4,3,5,3,4,3,4,4,4,3,4,3,4,4,4,3,4,3,4,3,3,4,5,3,4,4,4,3,4,3,3,3,4,4,5,3,4,2,2,3,5,3,4,4,4,3,4,3,5,3,3,3,4,3,4,4,5,3,4,3,4,3,3,3,4,3,4,2,4,3,4,3,4,3,3,3,3,3,3,1,0,3,1,6,2,0,0,0,1,3,"외국어,  3D모델링 교육, 터번설계 이해",3,5,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,2,4,2,3,2,2,2,2,4,항공사업에 대한 민간기업의 투자우선정책,3,4,4,30,2,2,2,2,2,2,2,2,3,4,4,3,3,없다,"전문특수장비도구, 오토캐드, 카티아",없다,없다,없다,3,1,34,4,기계공학,1,1,1,6000,0,3800,151105
5556,3,4,3,4,3,4,3,4,3,4,3,4,4,5,3,4,3,3,3,4,4,5,4,5,3,4,2,4,2,4,4,5,3,4,2,4,3,4,2,4,3,3,2,3,4,4,4,5,4,3,4,5,4,3,4,5,4,4,3,4,4,5,3,4,2,4,5,5,3,5,4,5,3,3,3,5,3,4,4,4,4,4,18,3,6,2,0,0,0,2,0,0,5,5,2,3,3,3,2,3,1,1,1,1,1,2,3,3,2,3,4,1,3,3,2,3,3,3,2,2,경기침체로 사람들의 관심도 저조,2,4,3,20,2,2,1,2,2,1,2,2,3,2,3,3,2,없다,"공연복, 대본",없다,없다,없다,4,2,27,4,성악,1,3,2,3200,0,2500,416203
5557,4,4,3,5,4,5,3,4,4,5,3,5,4,5,4,5,4,5,4,5,5,6,4,5,3,4,4,5,4,5,3,4,4,5,4,5,4,5,3,4,3,4,2,3,3,4,3,4,3,4,2,3,3,4,4,5,4,5,4,5,3,4,4,5,3,5,3,4,3,4,3,4,3,4,3,4,2,2,2,3,2,3,16,5,4,2,0,0,0,1,6,3D나 2D에 대한 훈련이 필요,6,4,4,4,3,4,4,4,3,4,4,4,4,5,5,2,4,4,4,3,2,2,2,2,2,2,3,3,인공지능으로 대체가 어려운 분야이므로,2,3,1,0,2,1,2,2,2,2,2,2,4,4,4,4,3,없다,"포토샵, 3D팩스, 타블렛, 게임엔진, 일루전",없다,없다,없다,4,1,42,5,게임컨텐츠,1,1,1,6000,0,2000,415502
5558,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,1,0,3,3,2,1,3,4,3,5,3,4,3,5,2,1,2,1,1,0,3,3,1,0,1,0,1,0,1,0,4,4,3,3,2,2,2,2,2,1,2,1,1,0,3,3,2,1,2,2,2,1,2,1,1,0,2,1,1,0,2,1,2,1,2,1,3,1,4,2,0,0,0,2,0,0,4,4,3,3,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,2,2,3,2,3,2,3,3,기본적으로 필요하다,2,3,1,0,1,2,1,1,2,2,2,2,4,4,4,4,2,없다,"작업지시서,엑셀,컴퓨터",없다,없다,없다,4,1,27,3,전산학,1,1,1,2200,0,2000,28401
5559,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,5,4,4,3,3,4,5,3,3,4,4,3,4,3,5,3,3,4,4,2,2,3,3,2,2,3,3,2,2,3,3,4,4,3,3,4,4,3,3,3,3,4,4,4,4,3,4,3,3,4,4,4,5,4,5,3,4,4,5,4,4,4,4,4,4,4,4,7,1,3,2,0,0,0,2,0,0,7,5,3,4,4,3,3,4,4,4,4,5,4,3,3,2,3,2,3,3,3,4,4,3,4,2,3,3,영업 및 판매업무를 하기 위해서 관리자가 많이 필요로 하고 있으나 인터넷쇼핑이 발달해서,3,2,6,30,2,1,2,2,2,2,2,2,3,3,3,4,4,부장님,컴퓨터,사무직,없다,없다,3,1,48,4,경영학,1,1,1,3800,0,3140,15101
5560,4,5,4,6,4,5,3,3,2,3,3,4,3,4,3,5,3,3,4,4,2,3,3,4,3,4,1,0,3,4,2,3,1,0,3,4,3,3,1,0,4,5,1,0,2,3,3,4,3,4,4,5,4,5,3,4,1,0,1,0,3,4,1,0,3,4,3,4,2,3,2,2,3,4,3,5,4,6,2,3,2,4,3,1,6,2,0,0,0,2,0,0,5,5,4,4,4,4,4,2,4,3,4,4,4,4,4,2,4,3,3,2,3,2,1,2,2,1,3,2,"인공지능이 대처할 것 같다, 이에 자동차, 조선, 철강산업에 충분한 인력이 확보되어",3,2,3,10,2,2,2,2,2,2,2,2,3,3,3,4,3,없다,"장갑, 컴퓨터, 펀칭메탈, 메탈라스",없다,없다,없다,2,1,31,4,재료공학,1,1,1,6000,0,4800,152101
5561,3,5,4,5,3,5,1,0,2,2,2,3,4,5,4,5,4,5,4,5,4,5,4,5,3,5,3,4,3,5,1,0,1,0,2,3,4,5,1,0,1,0,1,0,1,0,4,5,4,5,4,5,4,5,4,5,2,3,2,3,3,4,3,4,3,4,3,4,3,4,2,3,3,4,3,4,4,5,3,4,3,5,3,1,4,2,0,0,0,2,0,0,3,5,3,3,4,4,3,3,3,4,4,4,4,3,2,3,3,3,2,3,3,3,3,2,3,3,3,3,관리자 인원은 한정되어 있는편이므로,3,3,4,50,1,1,1,2,1,1,1,1,4,3,3,2,2,없다,"사내프로그램,워드,엑셀",총무과 직원,없다,없다,3,1,50,4,국문학,1,1,1,5200,0,3800,12201
5562,5,6,5,6,5,7,4,6,5,7,3,4,4,4,4,3,4,6,5,7,5,6,5,7,4,6,5,7,4,7,3,3,1,0,4,6,5,7,4,6,5,7,5,5,5,7,5,6,3,5,5,7,5,6,4,3,4,5,2,2,3,3,4,4,5,7,5,7,5,5,5,7,4,6,4,3,3,2,2,1,3,3,4,1,4,1,전기기사,0,0,1,5,"전기적지식, 실무교육",5,5,4,5,4,4,4,3,4,4,3,4,4,3,3,1,5,4,2,3,3,3,2,2,1,2,2,3,산업발전에 필요한 직업이다,4,3,4,30,1,1,1,1,2,1,2,2,3,4,4,4,4,전기 하드웨어 개발자,"CAD,pc",연구원,전기관련직,없다,3,1,52,4,전기전자,1,1,1,6200,0,2600,13101
5563,2,3,3,4,3,3,1,0,1,0,2,2,1,0,2,2,2,2,1,0,1,0,1,0,1,0,3,4,1,0,2,1,1,0,1,0,2,2,1,0,1,0,1,0,1,0,2,2,2,2,1,0,2,2,4,4,3,4,1,0,1,0,5,6,1,0,1,0,1,0,1,0,2,1,2,2,2,2,1,0,2,2,19,4,1,2,0,0,0,2,0,0,7,2,3,3,3,5,5,3,3,0,0,0,3,4,3,3,4,4,4,3,2,2,3,3,2,3,3,3,특업특성상 변화가 적을 것 같다,1,3,1,5,2,2,2,2,2,2,2,2,4,5,4,2,2,없다,"심이지간표,쌀",사무직,없다,없다,4,1,49,4,철학,2,6,0,0,3800,0,512401
5564,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,1,0,1,0,3,4,3,4,3,4,3,4,3,4,3,4,2,2,4,4,3,4,3,4,3,4,3,4,3,4,3,4,4,6,4,5,4,6,3,4,4,6,4,5,3,4,4,5,3,4,3,4,3,4,3,4,3,4,3,4,3,4,8,1,6,1,버스운전자격증,대형버스운송면허증,0,1,2,"장비조작법, 운전연수",5,2,4,3,3,4,3,3,3,3,3,3,3,4,4,3,3,3,4,3,5,4,4,3,3,3,3,2,"(지하절, 자가용 증가)",3,2,6,20,2,2,2,2,2,2,2,2,4,4,3,3,2,버스기사,"장갑, 운행일지",회사 사무원,없다,없다,4,1,50,4,무역,1,3,1,3900,0,3600,622201
5565,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,2,2,2,2,2,1,0,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,1,0,1,0,1,0,1,0,2,2,1,0,3,3,3,3,2,2,2,2,3,4,3,3,3,4,3,3,3,3,2,2,2,2,2,2,1,0,2,2,1,0,1,0,19,1,2,2,0,0,0,2,0,0,1,1,4,3,4,4,3,4,4,4,4,5,4,3,3,3,3,3,4,3,3,2,3,3,4,2,3,2,불경기가 계속되고 있어서,2,3,1,5,2,2,2,2,2,2,2,2,4,4,3,3,2,없다,"꽃가위, 수반, 오아시스",없다,없다,없다,4,2,34,2,인문고,1,1,1,2400,0,1600,884102
5566,2,1,3,2,3,2,1,0,3,2,4,2,1,0,1,0,1,0,3,2,3,2,3,2,4,3,4,3,4,2,3,2,3,2,1,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0,4,3,4,3,4,4,4,3,3,2,3,2,4,2,3,2,4,2,1,0,4,2,4,2,4,2,3,2,1,0,1,0,7,1,2,2,0,0,0,2,0,0,7,3,3,2,2,4,3,2,2,3,3,3,3,3,2,4,2,1,3,3,4,4,4,2,3,3,4,3,제품의 종류가 다양해지므로 영업인력이 증가할 것임,2,3,6,0,2,2,2,2,2,2,2,2,2,4,3,3,2,없다,"계약서, 노트북, 명함, 카탈로그",없다,없다,없다,4,1,27,3,경영학,1,1,1,2000,0,2000,612101
5567,2,1,3,4,3,3,1,0,1,0,1,0,2,1,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,2,1,1,0,1,0,3,2,1,0,1,0,1,0,1,0,3,2,1,0,1,0,1,0,2,3,1,0,1,0,3,2,4,5,2,2,3,3,2,2,1,0,1,0,1,0,2,1,1,0,1,0,11,1,3,2,0,0,0,2,0,0,3,5,3,2,3,2,3,2,2,3,3,4,3,2,2,2,3,3,3,2,4,3,4,3,4,3,4,3,"맞벌이증가, 인터넷태갭의 발달로 통해 현재는 증가하지만 향후에는 유지하는 상태로 갈 것 같음.",2,3,1,10,2,2,2,2,2,2,2,2,3,3,2,3,3,없다,"전화기, 컴퓨터",서비스업,없다,없다,3,2,34,3,텔레마케팅,1,1,1,2600,0,2300,613001
5568,4,5,3,4,4,5,1,0,1,0,3,4,3,4,4,5,4,5,3,3,2,2,3,4,3,4,3,3,3,4,1,0,1,0,1,0,3,5,2,3,1,0,1,0,1,0,3,5,4,5,3,5,3,3,4,5,4,5,2,2,2,2,1,0,3,5,4,5,3,3,4,5,2,3,3,4,3,4,1,0,1,0,11,1,3,1,자산관리사,신용분석사,0,1,3,시장의 흐름 (시장의 흐름파악 하는 기술),3,4,4,3,3,4,4,3,3,3,3,4,3,2,3,4,3,3,4,3,3,4,3,3,3,4,4,3,금융시장이 불안하고 경기가 대체로 안좋아서,3,3,3,15,2,1,2,2,1,1,2,2,4,3,4,4,3,없다,컴퓨터,없다,모름,없다,3,2,34,4,경영학,1,1,1,5800,0,3200,32201
5569,3,5,2,2,4,4,1,0,4,3,5,6,4,5,3,3,4,4,5,6,4,5,4,3,2,2,5,7,4,6,4,6,5,6,2,2,5,7,1,0,1,0,1,0,1,0,5,7,3,4,5,6,4,4,5,7,4,5,4,5,5,6,5,7,4,5,3,4,4,6,4,6,3,4,4,6,2,2,3,4,2,2,3,1,2,2,0,0,0,1,2,"상담스킬, 사이즈체촌",1,2,3,3,3,4,4,2,4,5,3,4,3,3,3,2,3,3,3,2,2,2,3,3,2,3,3,2,기계화 될 것 같습니다,3,2,5,50,1,1,1,2,2,1,1,1,3,3,3,3,4,테일러,"줄자, 미싱",없다,맞춤 한복,없음,3,1,38,4,산업디자인학,2,5,0,0,3300,0,415201
5570,3,3,3,3,3,3,1,0,2,2,3,3,2,3,3,3,3,3,3,3,3,2,3,3,1,0,3,5,2,2,2,2,1,0,1,0,3,4,3,3,2,3,1,0,1,0,1,0,1,0,3,4,3,4,2,2,3,3,2,2,1,0,2,2,1,0,1,0,2,2,2,2,1,0,1,0,3,4,1,0,2,2,3,1,4,2,0,0,0,2,0,0,2,4,2,4,3,2,2,3,3,3,4,4,3,3,3,3,2,3,4,1,2,3,4,4,4,3,3,2,기업운영의 구조조정으로 인해서,1,3,1,5,2,2,2,2,2,2,2,2,4,4,3,3,3,없다,"엑셀, 파워포인트",없다,모름,없다,1,2,28,4,비서학,1,1,1,2000,0,1800,29401
5571,2,3,2,2,5,7,1,0,1,0,1,0,1,0,1,0,1,0,4,4,1,0,4,5,1,0,4,5,4,4,2,2,1,0,1,0,2,2,1,0,1,0,1,0,1,0,4,3,4,3,3,3,3,4,4,5,5,6,3,2,1,0,3,3,3,4,4,5,1,0,4,5,3,5,3,2,1,0,1,0,1,0,17,2,6,1,의사면허,외과전문의,0,1,6,레지던트 인턴과정,6,6,5,4,3,3,3,2,5,5,3,4,4,5,4,1,5,4,2,3,4,3,4,5,3,2,1,3,현재 병원수가 많다,2,3,6,30,1,1,1,2,2,2,1,1,5,5,5,3,3,전문의,CNU CARE,없다,교수,없다,3,1,43,6,외과학,1,1,1,9000,0,7000,301102
5572,3,3,4,4,3,3,3,4,3,3,3,3,2,2,3,3,3,4,2,2,2,3,3,3,3,3,1,0,3,3,4,4,5,5,2,3,2,2,3,3,3,3,2,2,2,2,3,4,2,2,3,3,2,2,2,3,1,0,2,3,3,3,1,0,4,4,4,4,3,4,3,4,2,4,2,4,3,3,2,2,1,0,3,1,2,2,0,0,0,2,0,0,3,2,2,2,2,2,3,2,2,3,4,4,3,2,2,4,3,3,2,3,3,4,1,2,3,3,3,2,자동화기기,3,2,2,20,2,2,2,2,2,2,2,2,3,4,3,2,2,없다,"장갑,포강기계",서빙,없다,없다,3,2,50,2,상업,1,1,1,1800,0,1500,885902
5573,3,3,3,3,3,5,1,0,1,0,1,0,1,0,2,2,3,3,3,4,1,0,3,3,1,0,1,0,2,2,1,0,1,0,1,0,3,3,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,3,3,1,0,1,0,2,2,1,0,1,0,1,0,1,0,13,2,4,2,0,0,0,2,0,0,4,6,4,4,4,4,4,3,5,5,5,5,5,3,3,2,4,4,4,3,4,4,2,2,2,2,2,4,신재생에너지 개발 증가,3,4,3,20,2,2,1,2,2,2,2,2,4,4,4,4,3,없다,컴퓨터,없다,없다,없다,4,1,45,5,미생물학,1,1,1,5500,0,3000,155105
5574,2,2,1,0,1,0,1,0,1,0,2,3,2,3,3,4,1,0,3,4,1,0,2,2,1,0,1,0,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,5,2,3,3,5,1,0,4,5,2,3,2,3,2,3,3,5,2,3,2,3,3,5,3,4,2,2,2,3,2,3,16,5,3,1,영양사 자격증,0,0,2,0,0,3,5,3,3,2,4,4,4,2,2,1,3,2,3,2,4,3,3,2,3,4,5,3,4,1,4,4,2,대부분 소수인력을 고용하고 있어 일자리가 양적으로 증가하기 어려움,4,2,5,40,2,2,1,2,2,2,2,2,4,5,4,4,2,없다,"컴퓨터, 필기구, Excel, Word",없다,없다,없다,4,2,30,4,식품영양학,1,1,1,3300,0,2800,305001
5575,2,5,3,4,2,4,2,1,2,4,1,0,1,0,1,0,1,0,1,0,4,4,1,0,1,0,2,2,1,0,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,18,4,2,1,대학원 졸업증,0,0,2,0,0,2,5,4,3,3,4,4,3,3,0,0,3,3,3,4,2,4,4,2,2,2,2,2,2,3,2,2,2,취직이 될 가능성이 희박하다,2,2,1,2,2,2,2,2,2,2,2,2,3,3,4,2,1,"선생님, 교수님","디비디, 비디오",무용수와 선생님,없다,없다,2,2,67,4,무용,2,6,0,0,880,0,414702
5576,2,3,1,0,1,0,1,0,1,0,1,0,2,3,1,0,2,2,3,5,1,0,3,5,3,4,3,4,3,4,1,0,1,0,1,0,5,6,1,0,1,0,1,0,1,0,3,4,3,4,3,4,3,4,3,4,1,0,3,4,3,4,3,3,2,3,3,4,3,4,3,4,3,4,3,5,2,2,1,0,4,5,11,1,6,2,0,0,0,2,0,0,7,5,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,3,정보화 글로벌화에 따라 직접거래 증가,3,3,2,10,2,1,2,2,2,2,2,2,3,3,3,3,3,없다,"로이터,블룸버그",없다,없다,없다,3,1,35,4,경영학,1,1,1,7000,0,3500,31403
5577,3,4,3,3,3,3,1,0,2,1,2,2,3,3,4,5,4,5,3,4,3,3,3,3,3,4,3,3,3,4,1,0,1,0,1,0,4,6,1,0,1,0,1,0,1,0,3,4,3,4,3,3,3,4,3,3,2,1,2,1,3,3,3,3,3,4,3,3,2,2,3,3,3,3,2,2,3,4,2,2,2,1,11,1,5,1,자산관리사,0,0,2,0,0,4,5,4,4,4,3,3,3,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,4,3,4,3,4,자산증식에 많은 관심들이 생겼다,3,4,4,20,2,2,2,1,2,2,1,2,3,3,3,3,3,없다,컴퓨터,없다,없다,없다,3,1,34,4,회계학,1,1,1,3800,0,3000,32201
5578,3,2,2,2,2,3,1,0,2,2,1,0,1,0,2,1,2,1,2,1,1,0,2,1,2,1,2,2,2,2,3,3,3,2,2,1,2,2,1,0,2,2,3,2,1,0,1,0,1,0,2,2,2,2,2,2,1,0,1,0,2,1,1,0,2,1,2,2,2,2,2,3,2,2,2,2,1,0,1,0,1,0,3,1,4,1,압연기능사,압연기능장,0,1,1,금속가공 단조 관련 기술,7,3,3,2,2,3,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,4,2,3,2,1,3,2,자동화 변화로 인하여,3,2,2,40,1,2,1,2,2,2,2,2,4,4,4,4,2,없다,"쇼트기, 단소기, 절단기, 트레이닝기",없다,모름,없다,1,1,31,3,기계공학,1,1,1,3800,0,2300,823101
5579,2,2,2,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,4,3,4,3,4,3,4,3,4,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,2,2,3,4,3,4,3,4,3,4,1,0,1,0,2,2,2,2,2,2,2,2,3,4,2,2,1,0,2,2,7,1,5,2,0,0,0,2,0,0,7,2,3,1,1,2,2,2,2,0,0,0,2,2,2,5,1,1,3,2,5,5,5,5,5,5,5,3,단순노동이라,1,3,1,0,2,2,2,2,2,2,2,2,3,3,3,1,1,없다,"지게차, 크레인, 빠레트",없다,없다,없다,1,1,24,2,국악학,1,3,2,2000,0,2000,624401
5580,3,5,5,6,5,5,5,6,5,6,5,7,4,5,4,6,4,4,5,6,4,7,5,7,4,6,5,5,5,7,3,5,5,6,5,7,5,6,5,7,5,6,5,6,5,6,4,6,4,6,4,6,5,6,4,6,3,5,4,5,4,6,4,5,3,5,3,5,4,6,4,4,3,4,4,4,4,4,5,5,4,5,8,2,5,1,철도차량면허 2종,0,0,1,2,"정신적 힐링, 트라우마 방지",6,5,4,2,2,2,3,2,3,3,3,3,3,2,2,3,2,3,2,2,4,5,4,3,2,3,3,2,무인시스템으로,4,2,2,50,2,2,2,2,2,2,2,2,2,3,3,3,3,없다,없다,없다,관제사,없다,4,1,40,4,기계공학,1,1,1,6000,0,3000,621301
5581,3,5,4,4,2,5,1,0,1,0,1,0,3,2,3,2,4,4,2,4,4,7,5,7,4,5,3,5,2,5,1,0,1,0,1,0,4,4,1,0,1,0,1,0,1,0,3,5,3,3,2,5,4,5,3,5,3,4,4,5,4,6,4,5,4,6,4,7,4,6,4,6,5,7,3,6,3,3,2,2,3,5,18,1,5,1,컴퓨터 그래픽 운용기능사,0,0,2,0,0,5,5,3,4,4,3,3,3,4,3,3,3,3,3,3,4,4,4,4,2,4,3,3,3,3,3,3,4,광고 종류등이 다양해졌다,3,3,3,10,2,2,2,2,2,2,2,2,3,4,3,3,3,없다,"컴퓨터, 프린터기, 인쇄기",없다,없다,없다,4,2,31,5,광고디자인,1,1,1,5100,0,2700,415404
