idx,sq1,sq2,sq3,sq4,sq5,sq6,sq7,sq8,sq9,sq10,sq11,sq12,sq13,sq14,sq15,sq16,kq1_1,kq1_2,kq2_1,kq2_2,kq3_1,kq3_2,kq4_1,kq4_2,kq5_1,kq5_2,kq6_1,kq6_2,kq7_1,kq7_2,kq8_1,kq8_2,kq9_1,kq9_2,kq10_1,kq10_2,kq11_1,kq11_2,kq12_1,kq12_2,kq13_1,kq13_2,kq14_1,kq14_2,kq15_1,kq15_2,kq16_1,kq16_2,kq17_1,kq17_2,kq18_1,kq18_2,kq19_1,kq19_2,kq20_1,kq20_2,kq21_1,kq21_2,kq22_1,kq22_2,kq23_1,kq23_2,kq24_1,kq24_2,kq25_1,kq25_2,kq26_1,kq26_2,kq27_1,kq27_2,kq28_1,kq28_2,kq29_1,kq29_2,kq30_1,kq30_2,kq31_1,kq31_2,kq32_1,kq32_2,kq33_1,kq33_2,bq1,bq2,bq3,bq4,bq4_1a,bq4_1b,bq4_1c,bq5,bq5_1,bq5_2,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13_1,bq13_2,bq13_3,bq14_1,bq14_2,bq14_3,bq14_4,bq14_5,bq15,bq16_1,bq16_2,bq16_3,bq16_4,bq16_5,bq17,bq18_1,bq18_2,bq18_3,bq18_4,bq18_5,bq18_6,bq18_7,bq18_8,bq18_9,bq18_10,bq19,bq20,bq20_1,bq21_1,bq21_2,bq21_3,bq22,bq23,bq24,bq25,bq26,bq27,bq27_1,bq28,bq28_1,bq28_2,bq29,bq30,bq31_1,bq31_2,bq31_3,knowcode
21682,3,1,3,3,3,3,3,3,3,3,3,4,2,3,2,4,4,4,2,3,2,3,3,3,4,3,3,5,1,0,1,0,2,2,1,0,1,0,1,0,3,2,1,0,1,0,1,0,4,5,3,3,2,3,1,0,5,6,3,5,2,2,2,2,3,3,1,0,1,0,4,4,4,5,1,0,3,3,3,3,1,0,17,1,1,1,의사 면허증, , ,1,2,환자와 상호작용,5,5,4,3,3,4,4,3,4,9,9,9,4,2.0,4,5.0,5.0,5.0,5.0,3,3.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,4,인구 고령화로 병원 이용하는 분들이 늘어남으로,1,1.0,4, ,대학교수, ,1,58.0,4,의학,2, ,5, ,44, , ,10000,301101
21683,5,5,5,3,3,3,5,3,3,5,5,4,3,3,2,5,4,3,2,2,3,4,4,5,5,6,2,2,3,3,1,0,1,0,1,0,3,4,1,0,1,0,2,2,1,0,1,0,2,2,2,2,1,0,1,0,1,0,1,0,1,0,2,2,2,2,1,0,1,0,1,0,1,0,1,0,2,2,2,2,1,0,7,4,1,2, , , ,2, , ,3,2,3,3,3,4,5,4,3,9,9,4,4,3.0,4,4.0,3.0,4.0,3.0,3,4.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,3, ,4,3.0,4,총무 사무원, , ,2,44.0,4,국어학,2, ,5, ,56, , ,4800,884102
21684,5,5,4,3,4,4,3,4,4,4,5,5,5,5,2,4,3,3,1,0,2,2,2,2,4,4,1,0,3,3,1,0,1,0,1,0,1,0,1,0,3,3,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,4,4,3,3,1,0,1,0,4,4,1,0,1,0,2,2,1,0,1,0,1,0,1,0,19,4,1,1,조율사, , ,2, , ,7,2,3,2,2,5,5,5,3,9,9,9,3,2.0,4,4.0,5.0,5.0,5.0,5,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,3,기계로 할수 있는 일도 있지만 수작업이 필요해서,3,3.0,3, , , ,1,47.0,4,철학,2, ,6, ,80, , ,3500,885101
21685,5,4,4,5,4,4,4,5,4,4,3,4,4,4,4,3,3,3,3,3,1,0,4,6,4,5,4,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,5,1,0,1,0,1,0,4,5,4,5,1,0,3,3,4,5,1,0,1,0,1,0,1,0,4,5,5,6,1,0,18,1,2,2, , , ,1,3,트레이닝과정,3,2,4,4,4,4,4,4,4,3,4,4,4,2.0,4,4.0,5.0,4.0,4.0,5,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,3,K-POP이 꾸준할것 같아서,2,3.0,2, , , ,2,24.0,2,현대무용과,1,3, ,2,22,1400,850, ,414703
21686,4,4,3,3,3,4,3,4,3,3,3,4,4,2,2,4,4,5,2,2,4,5,4,5,4,5,1,0,1,0,1,0,3,3,1,0,1,0,1,0,1,0,4,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,5,3,3,1,0,11,4,2,1,보험설계사 자격시험, , ,1,1,"보장과 관련된 교육,고객서비스 교육",1,2,2,3,3,5,4,4,4,4,4,4,4,3.0,4,4.0,4.0,5.0,5.0,4,4.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,2,약관이나 보상내용을 인터넷이나 정보를 통해서 고객이 많이 찾아볼수 있어서 설계사의 의존도가 떨어지기 때문에 감소할것 같다,5,4.0,4, , , ,1,47.0,4,철학,2, ,6, ,50.0, , ,4500,33202
21687,5,5,5,4,5,5,5,4,4,5,4,5,5,5,5,5,5,7,4,6,4,5,3,3,3,3,2,2,2,2,2,2,4,4,3,2,3,3,2,2,2,2,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,4,5,3,3,2,2,2,2,2,2,2,2,4,5,2,3,2,3,3,3,13,1,2,2, , , ,2, , ,6,4,5,4,3,5,5,3,4,5,5,5,5,3.0,2,4.0,5.0,5.0,5.0,5,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,3, ,1,1.0,4, , , ,2,51.0,3,세무회계,1,1, ,1,40.0,3000,1700, ,27101
21688,4,4,5,5,5,4,5,5,4,4,5,5,5,5,5,4,3,4,4,2,3,5,3,4,5,4,1,0,1,0,1,0,4,4,3,4,1,0,3,1,4,4,2,4,4,5,1,0,2,2,3,3,2,2,1,0,1,0,2,3,4,3,3,4,4,3,1,0,1,0,1,0,4,5,3,4,3,3,3,4,1,0,13,1,2,1,방사선동위원소취급자 일반면허,초음파투과검사, ,1,4,초음파및 방사선 관련교육,4,4,4,4,3,5,5,4,3,4,4,4,4,3.0,4,4.0,3.0,3.0,4.0,4,4.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,새로운 검사방법의 추가되어 공부를 해야했음,2.0,2,조선업의 경기악화로,3,4.0,3,금융계, , ,2,49.0,3,방사선학,1,1, ,1,40,4500,2700, ,158501
21689,4,4,5,3,4,2,3,2,3,3,4,3,3,3,2,3,1,0,1,0,1,0,1,0,2,3,1,0,2,2,1,0,3,3,3,4,1,0,2,2,4,6,2,2,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,3,4,2,2,2,2,1,0,1,0,19,1,2,1,승강기 기능사,승강기 기사, ,1,2,안전교육,7,2,4,3,2,4,4,4,3,3,4,4,4,3.0,3,3.0,4.0,4.0,4.0,3,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,3,변화 없을것 같다,3,3.0,3, , , ,1,42.0,2,전자,1,1, ,1,40,3400,2400, ,811201
21690,3,3,5,2,3,3,4,3,3,4,4,5,4,3,2,3,1,0,3,4,1,0,1,0,1,0,1,0,1,0,1,0,3,5,5,6,1,0,1,0,1,0,3,4,4,6,4,6,2,3,2,3,1,0,4,5,1,0,2,3,2,3,3,4,3,5,1,0,2,3,1,0,1,0,1,0,1,0,3,5,1,0,3,1,4,2, , , ,2, , ,4,6,4,4,3,4,5,3,3,4,3,4,4,3.0,4,4.0,4.0,3.0,3.0,3,3.0,3.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0, ,2.0,4,신재생에너지 연구가 확대 될것이라서,2,2.0,2,대학조교, , ,1,36.0,5,전기공학,1,1, ,1,42,4000,3200, ,155103
21691,3,3,3,3,3,3,3,3,3,3,3,4,5,4,3,3,3,4,4,5,4,5,3,4,2,3,2,4,3,4,1,0,3,4,3,3,4,5,2,3,3,4,4,5,1,0,1,0,1,0,1,0,1,0,3,3,1,0,1,0,2,3,2,5,2,3,1,0,1,0,1,0,1,0,2,4,3,4,2,4,2,3,3,3,2,2, , , ,1,5,"설계, 디자인",5,4,3,2,2,3,3,3,3,3,3,3,3,3.0,3,3.0,4.0,4.0,3.0,3,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,새로운 비젼 등 프로그램 등의 개발 등으로 인한 교육의 필요성 및 인력구조 변경 등,3.0,1,컴퓨터의 발전으로 인한 자동화,1,1.0,1,"웹, 패키지 디자이너","편집, 설계 디자인", ,2,45.0,3,사무자동화과,1,1, ,1,40,2800,2200, ,151105
21692,4,3,4,3,4,5,5,4,5,5,5,4,5,2,2,3,1,0,3,3,1,0,1,0,4,5,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,2,2,2,2,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,2,3,2,2,3,3,1,0,17,2,5,1,영양사 면허증, , ,1,3,식단작성 요령,3,4,4,3,3,3,4,3,3,3,3,3,3,2.0,4,2.0,4.0,4.0,3.0,2,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,3.0,2,자동화시스템등을 이용하여 하는 업무가 증가하여 일자리는 감소 할것 같다,2,2.0,2, ,영양 상담사, ,2,31.0,4,식품영양학,1,1, ,1,40,3500,3000, ,305001
21693,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,0,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,5,4,5,1,0,1,0,1,0,2,3,1,0,1,0,2,3,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,17,2,4,2, , , ,1,5,실험하고 검사일지 작성법,3,6,4,5,5,4,5,5,4,4,3,3,4,2.0,4,3.0,2.0,3.0,2.0,2,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,"새로운 식품분석기기(첨담분석기기),도입으로 업무가 추가,검사일지를 수기에서 림스라는 컴퓨터 시스템 입력 방식으로 변경",2.0,4,"사회가 성장,경제적으로 안정되면 먹거리 안정성,질병예방 관심이 커진다",2,4.0,4,의과쪽 연구원,"보건환경,겸임 교수,시간강사", ,2,45.0,5,보건학과,1,1, ,1,60.0,7000,3000, ,122201
21694,4,4,4,5,4,4,4,5,5,3,4,5,5,4,3,4,4,4,3,4,2,3,3,4,5,7,3,5,1,0,1,0,2,4,5,6,1,0,2,3,3,4,4,5,4,6,2,3,1,0,2,3,1,0,1,0,1,0,3,4,4,5,2,4,1,0,1,0,1,0,1,0,4,6,4,5,2,4,1,0,1,0,15,2,6,1,전기기술사,전기기사, ,1,1, ,6,5,4,4,3,4,4,2,3,2,3,4,3,2.0,3,3.0,2.0,2.0,2.0,1,1.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0, ,1.0,3, ,3,4.0,4, , , ,1,49.0,4,전기공학,1,1, ,1,40,7000,2000, ,153106
21695,4,4,4,5,4,4,3,4,4,4,4,4,4,3,4,4,1,0,1,0,1,0,1,0,1,0,1,0,4,4,1,0,4,4,4,4,1,0,1,0,4,5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,1,5,2, , , ,2, , ,1,3,3,4,4,4,4,4,4,4,5,4,5,4.0,4,3.0,5.0,5.0,6.0,5,5.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,2,자동화설비시설과 컴퓨터 활용빈도가 커지므로 일자리가 다소 감소,4,3.0,3, , , ,1,40.0,2,전기과,1,1, ,1,50,4200,2300, ,835101
21696,5,5,5,5,5,5,5,5,5,4,5,5,5,4,3,5,5,5,5,4,4,4,5,5,4,5,3,3,1,0,1,0,4,3,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,5,4,4,4,2,2,3,3,5,4,4,5,3,3,4,4,4,4,3,3,3,4,5,5,3,3,3,3,3,3,3,3,16,5,2,1,유치원 정교사 자격증, , ,1,6,인성,5,5,5,5,5,4,4,4,3,4,4,4,4,1.0,5,4.0,5.0,4.0,4.0,3,3.0,3.0,4.0,2.0,3.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,"새로운교육, 상담",1.0,1,출산율 저조,2,3.0,3, , , ,2,25.0,3,유아교육과,1,1, ,1,48,3000,2400, ,213001
21697,3,3,3,3,3,4,3,5,5,4,5,4,5,4,3,4,3,2,4,4,2,2,1,0,3,5,2,4,1,0,1,0,3,5,4,6,1,0,1,0,2,2,4,6,4,6,5,5,5,6,3,2,1,0,5,5,1,0,4,5,4,5,4,5,5,6,1,0,4,6,2,2,5,5,3,4,3,4,3,3,1,0,15,2,4,1,환경기사,환경 주관 자격증(ex.측정분석사),기술사,1,3,"특정분야(기기분석, 방사능 조사, 환경 모델링)의 현장 적용 교육",7,6,4,2,2,5,4,2,2,1,3,4,4,2.0,4,2.0,4.0,5.0,4.0,2,2.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0, ,3.0,4,"AI의 보편화로 단순, 반복되는 업무는 현격히 줄어들 수 있으나 악화되는 환경 질 대응 및 대민 협력에 대한 세밀함으로 환경 질 수요는 증가될 것이므로",3,3.0,2, ,"환경 측정 분석 대행업체 및 단속기관, 환경 해설사, 환경영항 평가업체", ,2,45.0,5,생물학과,1,1, ,1,40,6000,2300, ,155501
21698,3,4,4,3,3,4,3,3,4,3,3,3,4,3,3,3,3,3,3,3,1,0,1,0,3,4,1,0,1,0,1,0,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,3,4,4,4,1,0,1,0,4,4,4,5,4,4,3,4,1,0,2,3,3,4,1,0,1,0,1,0,1,0,1,0,16,1,2,1,청소년지도사2급, , ,2, , ,4,5,4,3,2,4,3,3,2,2,2,3,3,1.0,3,4.0,2.0,1.0,2.0,1,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,4,다양한 곳에서의 전문인력이 계속 필요할것이므로,4,4.0,3, , , ,2,33.0,4,사회복지학과,1,1, ,1,40,2900,2300, ,231301
21699,4,4,4,5,5,4,4,4,4,5,5,5,4,4,5,4,2,4,3,4,3,5,3,4,5,5,3,5,3,2,1,0,2,4,2,2,2,3,1,0,1,0,4,5,1,0,2,3,1,0,1,0,1,0,1,0,1,0,4,4,4,5,5,4,3,3,1,0,1,0,1,0,4,3,3,4,2,5,2,4,1,0,11,1,6,2, , , ,1,1,외환거래공부,6,3,3,2,2,2,4,3,3,3,3,4,3,4.0,2,2.0,4.0,5.0,4.0,3,4.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0, ,2.0,2, ,2,4.0,3, , , ,1,44.0,4,경영학,1,1, ,1,48.0,11000,4500, ,31403
21700,3,3,3,2,4,5,5,5,5,3,5,5,4,3,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,3,2,3,1,0,2,3,1,0,1,0,2,3,5,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,17,1,2,1,보육교사자격증, , ,1,6,영유아생활 지도 등,5,5,4,3,2,4,4,4,4,4,5,5,4,4.0,3,3.0,5.0,5.0,5.0,5,4.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,1, ,1,2.0,1, , , ,2,38.0,4,시각디자인,1,2, ,2,25, , , ,232101
21701,3,3,3,1,4,2,1,1,4,3,3,3,3,3,3,3,1,0,3,4,1,0,2,2,2,3,2,2,1,0,1,0,1,0,4,5,3,4,5,6,1,0,3,4,2,2,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,2,2,2,2,1,0,1,0,1,0,2,3,1,0,1,0,1,0,6,1,2,1,건축사자격증, , ,2, , ,4,5,4,3,4,5,4,4,4,4,3,4,4,2.0,3,3.0,4.0,3.0,4.0,4,3.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,2,건축불경기,4,3.0,3, , , ,1,45.0,4,건축공학,2, ,5, ,40, , ,4200,140101
21702,5,4,4,1,2,1,1,3,3,4,4,4,5,3,4,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,5,7,2,2,1,0,1,0,2,2,2,2,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,2,2,3,3,1,0,1,0,1,0,2,2,2,2,5,7,4,4,1,0,10,1,3,1,정보처리기사, , ,1,3,"데이터베이스 보안 정책 수립,성능 모니터링 고장시 신속한 복구",7,5,4,3,3,4,4,3,3,9,3,4,4,1.0,3,4.0,3.0,4.0,2.0,3,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,"새로운 프로그램,장비의 도입으로 교육함",1.0,3,대체불가하다,3,2.0,2, , , ,1,35.0,4,정보통신,1,1, ,1,40.0,3300,2300, ,134101
21703,2,2,3,1,1,1,1,2,2,1,3,2,1,1,1,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,3,1,0,5,5,4,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,4,1,0,1,0,1,0,1,0,6,4,1,2, , , ,2, , ,2,3,3,3,2,3,2,1,3,2,3,4,3,3.0,3,3.0,3.0,3.0,2.0,2,2.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,2,3D업종이라서 선호하지 않으므로,2,2.0,1,우유대리점 납품업, , ,1,54.0,3,전기전자공학,1,4, ,2,48,3800,2500, ,701701
21704,4,3,3,4,3,4,4,3,3,4,3,4,3,4,2,3,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,3,1,0,1,0,3,3,1,0,20,4,1,2, , , ,2, , ,2,1,3,2,2,4,4,3,3,9,9,9,3,2.0,4,4.0,4.0,3.0,3.0,4,4.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,4,여성의 경제활동과 육아부담을 줄이려는 정책이 늘어서,3,3.0,3, , , ,2,57.0,2,인문계과,1,4, ,2,40,1700,1300, ,550201
21705,3,4,3,3,3,3,3,4,4,3,4,4,4,3,3,3,1,0,3,3,1,0,1,0,3,3,1,0,4,3,1,0,2,3,2,3,4,3,1,0,4,4,2,3,4,4,4,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,1,0,1,0,1,0,3,3,1,0,1,0,1,0,1,0,3,1,2,2, , , ,1,1,직무관련 교육,2,2,3,3,2,3,3,2,2,3,3,3,3,3.0,3,3.0,3.0,3.0,4.0,3,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,"새로운 프로그램, 장비 도입으로 업무 효율 향상",2.0,2,기계의 자동화,4,3.0,3, , , ,1,47.0,2,기계과,1,1, ,1,52,3500,2000, ,826201
21706,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,5,4,5,3,4,4,5,1,0,1,0,3,3,5,6,1,0,4,5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,4,5,3,4,2,3,5,7,2,3,2,3,3,4,3,4,3,4,3,4,3,4,3,4,1,2, , , ,2, , ,5,2,4,4,4,4,4,4,3,9,9,9,4,1.0,5,5.0,4.0,3.0,4.0,3,3.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,4,학교에서 만히 배출되니까,2,3.0,4,교수, , ,2,75.0,5,산업디자인,2, ,6, ,30, , ,2000,826201
21707,4,1,4,3,5,3,5,5,2,3,3,4,3,1,3,3,2,3,3,6,2,4,4,2,4,2,4,4,5,7,1,0,5,7,5,7,1,0,1,0,2,2,3,6,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,5,1,0,3,5,3,4,1,0,13,1,2,2, , , ,1,3, ,6,5,5,3,3,3,4,3,3,3,3,4,3,3.0,3,3.0,4.0,4.0,4.0,5,3.0,2.0,4.0,4.0,3.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,인공지능의 영향으로 전반적인 업무 수준이 변했다,2.0,2, ,2,2.0,2, , ,인공지능 전문가,1,30.0,4,경영학,1,1, ,1,40.0,4000,3000, ,134103
21708,3,3,3,3,3,3,3,3,3,3,3,4,3,2,2,4,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,2,3,4,4,1,0,4,4,4,4,2,4,2,3,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,5,3,3,1,0,2,3,2,3,13,1,2,1,소방기사(전기),소방기사(기계), ,1,6, ,5,3,4,3,3,3,4,3,3,3,3,3,3,2.0,3,3.0,3.0,3.0,3.0,3,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,3, ,2,2.0,2, , , ,1,35.0,4,건축학,1,1, ,1,45, , , ,158201
21709,3,4,4,5,4,4,2,2,3,3,4,4,3,3,4,4,2,4,2,4,2,3,2,4,2,4,2,3,1,0,1,0,2,4,2,4,3,3,2,3,2,4,1,0,2,3,2,3,1,0,3,4,1,0,1,0,1,0,3,4,2,4,3,3,2,3,1,0,2,3,2,4,2,3,2,3,2,4,3,5,2,4,6,1,3,2, , , ,2, , ,7,2,4,2,2,4,4,4,3,4,3,3,3,3.0,3,3.0,4.0,4.0,3.0,4,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,2.0,3, ,2,2.0,2, , , ,1,55.0,4,건축학,1,1, ,1,50.0,6500,2800, ,16101
21710,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,1,0,2,2,3,4,5,6,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,1,0,2,2,9,1,2,2, , , ,2, , ,1,1,3,3,2,4,3,2,3,9,9,9,3,2.0,3,3.0,4.0,4.0,4.0,4,4.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,3.0,3, ,3,3.0,3,판매직, , ,1,48.0,2,인문계,2, ,5, ,60.0, , ,4500,14201
21711,3,3,4,3,4,4,4,2,4,4,4,4,5,2,3,4,1,0,4,5,1,0,1,0,4,6,1,0,1,0,1,0,4,5,4,3,3,3,1,0,2,2,3,5,3,4,1,0,1,0,1,0,1,0,5,6,1,0,1,0,2,5,3,4,3,5,1,0,1,0,1,0,3,2,5,4,2,4,2,4,1,0,15,2,4,1,해양조사 산업기사,해양환경기사, ,1,6,"조석 및 조류의 이해,해도의이해",6,5,5,4,3,3,4,3,3,3,3,3,3,2.0,3,3.0,3.0,3.0,3.0,3,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,노후관측장비 대신 최신장비 도입으로 운영및자료처리에 새로움을 주어 적응하는데 노력이 필요했음.인사이동(규칙적)으로 새로운 환경에 적응해야 함,2.0,3,누구를 찾아서 하고자하는 직업은 아니지만 국가운영에 필요한 중요한 일을 수행하므로 현재 수준을 쭉 유지할것으로 판단됨,2,3.0,3,연구보조원,해양수산 연구사, ,1,35.0,5,지구환경과학,1,1, ,1,48,3800,2400, ,151108
21712,3,2,2,2,2,3,2,2,2,3,3,3,2,2,2,3,1,0,2,3,2,3,4,5,3,4,1,0,1,0,1,0,3,5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,3,4,3,4,7,1,2,2, , , ,1,2,"컴퓨터활용,홍보,브랜드마케팅",7,2,3,4,4,4,4,3,3,3,4,4,3,2.0,4,4.0,4.0,5.0,4.0,3,4.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0, ,1.0,3, ,3,4.0,4,텔레마케터, , ,2,37.0,3,경제학과,1,2, ,2,40,3000,2400, ,615301
21713,3,2,3,2,2,3,3,2,3,3,3,3,3,3,3,3,2,2,3,2,3,2,1,0,5,6,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,2,3,3,1,0,1,0,2,3,3,4,2,3,1,0,1,0,1,0,1,0,3,3,4,4,2,4,2,4,2,2,15,2,6,2, , , ,1,1,환경관리실무교육,5,2,4,4,3,1,2,3,3,3,3,3,3,3.0,4,3.0,2.0,2.0,2.0,2,1.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0, ,2.0,3,환경관리에 대한 관심이 꾸준하니까,1,2.0,1, , , ,2,41.0,4,경영학과,1,1, ,1,40,4800,4000, ,155501
